kepid,koi_disposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
12600735,CONFIRMED,1.0,0,0,0,0,21.30020491,3.986e-05,-3.986e-05,189.70595,0.0015,-0.0015,0.075,0.309,-0.075,4.0852,0.0474,-0.0474,659.8,12.2,-12.2,2.99,0.47,-0.28,725.0,,,65.37,27.07,-14.54,58.1,1.0,q1_q17_dr25_tce,6008.0,77.0,-83.0,4.35,0.076,-0.123,1.168,0.186,-0.109,289.50067,51.68573,14.02
10593626,CONFIRMED,0.881,0,0,0,0,289.864067,0.00121,-0.00121,133.69719,0.00214,-0.00214,0.856,0.043,-0.649,7.565,0.108,-0.108,529.1,10.5,-10.5,2.34,0.22,-0.23,257.0,,,1.03,0.26,-0.24,57.4,1.0,q1_q17_dr25_tce,5516.0,82.0,-74.0,4.446,0.104,-0.064,0.886,0.08,-0.089,289.2175,47.88446,11.664
9958962,CONFIRMED,1.0,0,0,0,0,51.0674355,0.0003497,-0.0003497,147.60941,0.0057,-0.0057,0.482,0.472,-0.274,4.374,0.169,-0.169,597.5,34.3,-34.3,2.44,0.76,-0.25,499.0,,,14.69,13.66,-4.37,18.7,3.0,q1_q17_dr25_tce,6004.0,181.0,-199.0,4.484,0.052,-0.208,0.977,0.302,-0.101,294.98914,46.838329,14.957
10388286,CONFIRMED,1.0,0,0,0,0,1.682695938,1.253e-06,-1.253e-06,170.453117,0.000599,-0.000599,0.025,0.419,-0.025,1.3867,0.023,-0.023,703.8,11.2,-11.2,1.23,0.1,-0.14,750.0,,,74.7,20.84,-21.01,75.4,1.0,q1_q17_dr25_tce,3669.0,73.0,-91.0,4.787,0.054,-0.041,0.47,0.041,-0.051,283.74069,47.516289,14.818
10600261,CONFIRMED,1.0,0,0,0,0,17.30795548,5.552e-05,-5.552e-05,176.94326,0.00236,-0.00236,0.0,0.422,0.0,5.1126,0.0763,-0.0763,633.0,14.2,-14.2,3.56,0.57,-0.78,815.0,,,104.37,44.41,-43.66,46.4,1.0,q1_q17_dr25_tce,5565.0,83.0,-66.0,4.117,0.201,-0.093,1.439,0.229,-0.315,291.97144,47.86417,14.915
6462863,CONFIRMED,1.0,0,0,0,0,10.423677439,7.173e-06,-7.173e-06,138.009041,0.000584,-0.000584,0.005,0.299,-0.005,5.2257,0.021,-0.021,777.3,4.1,-4.1,3.72,0.67,-0.56,1012.0,,,247.48,124.16,-83.6,204.4,3.0,q1_q17_dr25_tce,6181.0,111.0,-135.0,4.234,0.143,-0.117,1.331,0.243,-0.199,297.33307,41.891121,12.205
10600261,CONFIRMED,1.0,0,0,0,0,2.09227115,5.814e-06,-5.814e-06,133.06258,0.00217,-0.00217,0.271,0.184,-0.271,2.4062,0.0716,-0.0716,207.6,7.9,-7.9,2.06,0.33,-0.45,1648.0,,,1746.66,743.33,-730.66,30.0,2.0,q1_q17_dr25_tce,5565.0,83.0,-66.0,4.117,0.201,-0.093,1.439,0.229,-0.315,291.97144,47.86417,14.915
11904151,CONFIRMED,0.982,0,0,0,0,45.29422297,5.6e-05,-5.6e-05,138.678725,0.000987,-0.000987,0.025,0.333,-0.025,6.83,0.0343,-0.0343,477.1,3.7,-3.7,2.26,0.12,-0.09,524.0,,,17.75,3.21,-2.17,134.8,1.0,q1_q17_dr25_tce,5676.0,85.0,-68.0,4.347,0.03,-0.03,1.044,0.057,-0.042,285.67938,50.241299,10.961
4633570,CONFIRMED,1.0,0,0,0,0,16.70920628,3.617e-05,-3.617e-05,174.75417,0.00177,-0.00177,0.855,0.086,-0.576,2.7052,0.0725,-0.0725,839.8,23.1,-23.1,2.27,0.18,-0.2,500.0,,,14.73,4.4,-3.88,40.4,1.0,q1_q17_dr25_tce,4621.0,124.0,-137.0,4.605,0.052,-0.028,0.668,0.054,-0.059,284.03223,39.78133,14.427
4633570,CONFIRMED,0.895,0,0,0,0,28.55158187,8.917e-05,-8.917e-05,185.47672,0.00245,-0.00245,0.623,0.272,-0.403,4.1502,0.0837,-0.0837,807.8,24.1,-24.1,1.97,0.16,-0.17,418.0,,,7.21,2.16,-1.9,36.0,2.0,q1_q17_dr25_tce,4621.0,124.0,-137.0,4.605,0.052,-0.028,0.668,0.054,-0.059,284.03223,39.78133,14.427
5640085,CONFIRMED,1.0,0,0,0,0,10.13958818,2.076e-05,-2.076e-05,178.45074,0.00157,-0.00157,0.078,0.323,-0.078,2.6446,0.0517,-0.0517,1155.9,31.8,-31.8,1.68,0.13,-0.13,447.0,,,9.41,2.34,-2.15,40.3,1.0,q1_q17_dr25_tce,3893.0,78.0,-85.0,4.758,0.04,-0.036,0.5,0.037,-0.041,297.07016,40.86879,14.902
5640085,CONFIRMED,0.0,0,0,0,0,43.5859419,0.0001807,-0.0001807,194.6107,0.00278,-0.00278,0.011,0.417,-0.011,4.6814,0.0975,-0.0975,1708.7,46.8,-46.8,2.05,0.15,-0.17,275.0,,,1.35,0.33,-0.31,38.9,2.0,q1_q17_dr25_tce,3893.0,78.0,-85.0,4.758,0.04,-0.036,0.5,0.037,-0.041,297.07016,40.86879,14.902
4852528,CONFIRMED,1.0,0,0,0,0,0.986785834,6.98e-07,-6.98e-07,133.171292,0.000613,-0.000613,0.026,0.289,-0.026,1.1879,0.018,-0.018,450.0,9.5,-9.5,1.19,0.07,-0.06,1054.0,,,292.35,56.64,-53.12,51.5,4.0,q1_q17_dr25_tce,4041.0,72.0,-88.0,4.697,0.024,-0.027,0.567,0.031,-0.031,296.11258,39.978779,14.804
10187017,CONFIRMED,1.0,0,0,0,0,27.4536146,0.0001077,-0.0001077,145.02866,0.00345,-0.00345,0.765,0.142,-0.556,3.747,0.101,-0.101,136.4,5.3,-5.3,0.95,0.06,-0.04,457.0,,,10.34,2.35,-1.56,27.5,3.0,q1_q17_dr25_tce,4900.0,98.0,-98.0,4.602,0.017,-0.049,0.741,0.048,-0.03,281.48273,47.208031,11.492
5340644,CONFIRMED,1.0,0,0,0,0,8.22241355,1.052e-05,-1.052e-05,172.95657,0.00102,-0.00102,0.246,0.21,-0.246,2.71,0.0413,-0.0413,1468.6,25.2,-25.2,2.28,0.09,-0.11,558.0,,,22.86,3.93,-3.84,67.0,1.0,q1_q17_dr25_tce,4213.0,84.0,-84.0,4.658,0.025,-0.02,0.615,0.025,-0.031,283.49982,40.552799,15.0
4165473,CONFIRMED,1.0,0,0,0,0,13.02363236,3.206e-05,-3.206e-05,178.52482,0.00177,-0.00177,0.032,0.417,-0.032,3.9734,0.067,-0.067,607.0,14.1,-14.1,2.3,0.3,-0.19,743.0,,,71.85,26.69,-15.78,50.5,1.0,q1_q17_dr25_tce,5627.0,101.0,-112.0,4.453,0.072,-0.108,0.945,0.123,-0.076,293.47012,39.252811,14.07
4270253,CONFIRMED,1.0,0,0,0,0,11.6370303,3.091e-05,-3.091e-05,178.84448,0.00201,-0.00201,0.066,0.363,-0.066,3.3372,0.0683,-0.0683,604.3,18.4,-18.4,2.9,0.45,-0.49,857.0,,,127.46,53.01,-44.34,36.4,1.0,q1_q17_dr25_tce,5576.0,83.0,-75.0,4.257,0.168,-0.112,1.198,0.186,-0.204,293.53085,39.315891,14.943
4270253,CONFIRMED,1.0,0,0,0,0,5.68798675,1.283e-05,-1.283e-05,133.95607,0.00184,-0.00184,0.663,0.048,-0.476,2.2682,0.0602,-0.0602,476.4,16.2,-16.2,2.76,0.43,-0.47,1088.0,,,330.44,137.42,-114.95,33.0,2.0,q1_q17_dr25_tce,5576.0,83.0,-75.0,4.257,0.168,-0.112,1.198,0.186,-0.204,293.53085,39.315891,14.943
10973664,CONFIRMED,1.0,0,0,0,0,5.40426917,1.182e-05,-1.182e-05,172.18553,0.00173,-0.00173,0.229,0.224,-0.229,2.5315,0.06,-0.06,860.6,23.0,-23.0,2.85,0.89,-0.3,1073.0,,,312.93,289.85,-91.85,40.5,1.0,q1_q17_dr25_tce,6122.0,169.0,-190.0,4.487,0.052,-0.208,0.964,0.303,-0.101,290.84906,48.416012,14.697
10973664,CONFIRMED,1.0,0,0,0,0,11.67894236,2.452e-05,-2.452e-05,131.5119,0.00177,-0.00177,0.94,0.015,-0.712,1.2641,0.0515,-0.0515,1185.1,63.8,-63.8,4.17,1.31,-0.44,830.0,,,112.07,103.8,-32.9,23.1,2.0,q1_q17_dr25_tce,6122.0,169.0,-190.0,4.487,0.052,-0.208,0.964,0.303,-0.101,290.84906,48.416012,14.697
10973664,CONFIRMED,1.0,0,0,0,0,1.208462378,4.31e-06,-4.31e-06,133.67712,0.00294,-0.00294,0.831,0.135,-0.594,1.544,0.0972,-0.0972,227.3,15.3,-15.3,1.64,0.51,-0.17,1767.0,,,2307.65,2137.38,-677.34,17.4,3.0,q1_q17_dr25_tce,6122.0,169.0,-190.0,4.487,0.052,-0.208,0.964,0.303,-0.101,290.84906,48.416012,14.697
9141746,CONFIRMED,0.994,0,0,0,0,2.85188338,4.323e-05,-4.323e-05,132.1455,0.0133,-0.0133,0.578,0.383,-0.363,2.666,0.415,-0.415,114.9,14.1,-14.1,1.23,0.42,-0.17,1398.0,,,903.77,930.12,-337.88,10.1,2.0,q1_q17_dr25_tce,6123.0,193.0,-265.0,4.413,0.072,-0.217,1.107,0.375,-0.15,285.55481,45.578861,15.649
12459913,CONFIRMED,1.0,0,0,0,0,12.91385906,4.319e-05,-4.319e-05,177.27535,0.00268,-0.00268,0.845,0.018,-0.583,5.3685,0.0952,-0.0952,487.9,13.4,-13.4,2.49,0.68,-0.37,849.0,,,122.66,98.42,-44.69,40.5,1.0,q1_q17_dr25_tce,6253.0,169.0,-206.0,4.41,0.105,-0.195,0.997,0.272,-0.147,291.15939,51.334862,14.647
6462863,CONFIRMED,0.953,0,0,0,0,54.31996151,3.391e-05,-3.391e-05,161.239869,0.000503,-0.000503,0.497,0.005,-0.357,8.5858,0.0243,-0.0243,1975.0,7.2,-7.2,6.07,1.11,-0.91,584.0,,,27.4,13.75,-9.25,291.3,2.0,q1_q17_dr25_tce,6181.0,111.0,-135.0,4.234,0.143,-0.117,1.331,0.243,-0.199,297.33307,41.891121,12.205
6291033,CONFIRMED,1.0,0,0,0,0,3.705991661,4.78e-06,-4.78e-06,169.94286,0.00108,-0.00108,0.623,0.182,-0.402,5.1658,0.047,-0.047,501.4,5.8,-5.8,2.43,0.76,-0.33,1281.0,,,637.42,612.58,-230.94,100.3,1.0,q1_q17_dr25_tce,6187.0,197.0,-241.0,4.409,0.087,-0.203,1.034,0.326,-0.14,293.70847,41.615131,14.641
5461440,CONFIRMED,0.932,0,0,0,0,40.606895,0.0001893,-0.0001893,199.25748,0.00343,-0.00343,0.494,0.413,-0.292,5.756,0.114,-0.114,657.5,21.2,-21.2,2.67,0.38,-0.3,521.0,,,17.4,6.45,-4.57,36.3,1.0,q1_q17_dr25_tce,5538.0,74.0,-83.0,4.384,0.116,-0.105,1.027,0.144,-0.118,295.4328,40.648239,14.56
5689351,CONFIRMED,1.0,0,0,0,0,13.76710058,2.982e-05,-2.982e-05,174.81089,0.00165,-0.00165,0.806,0.097,-0.598,2.9105,0.0555,-0.0555,684.8,17.8,-17.8,2.24,0.13,-0.1,595.0,,,29.55,6.4,-4.66,41.6,1.0,q1_q17_dr25_tce,5001.0,99.0,,4.582,0.024,-0.048,0.76,0.046,-0.034,285.99988,40.919319,14.194
5689351,CONFIRMED,0.996,0,0,0,0,6.1954595,2.414e-05,-2.414e-05,134.71507,0.00299,-0.00299,0.647,0.306,-0.431,2.952,0.104,-0.104,296.4,12.2,-12.2,1.37,0.08,-0.06,776.0,,,85.77,18.56,-13.52,27.1,5.0,q1_q17_dr25_tce,5001.0,99.0,0.0,4.582,0.024,-0.048,0.76,0.046,-0.034,285.99988,40.919319,14.194
5689351,CONFIRMED,1.0,0,0,0,0,3.25058201,1.266e-05,-1.266e-05,133.69472,0.00312,-0.00312,0.684,0.017,-0.509,2.2537,0.098,-0.098,218.4,10.5,-10.5,1.19,0.07,-0.05,962.0,,,202.09,43.74,-31.85,24.0,3.0,q1_q17_dr25_tce,5001.0,99.0,0.0,4.582,0.024,-0.048,0.76,0.046,-0.034,285.99988,40.919319,14.194
5689351,CONFIRMED,0.998,0,0,0,0,8.34819209,3.129e-05,-3.129e-05,136.84111,0.00287,-0.00287,0.799,0.174,-0.561,2.835,0.11,-0.11,288.9,14.4,-14.4,1.45,0.08,-0.07,702.0,,,57.48,12.45,-9.06,22.1,4.0,q1_q17_dr25_tce,5001.0,99.0,0.0,4.582,0.024,-0.048,0.76,0.046,-0.034,285.99988,40.919319,14.194
5709725,CONFIRMED,1.0,0,0,0,0,3.701765401,9.391e-06,-9.391e-06,172.44778,0.00203,-0.00203,0.713,0.195,-0.479,2.6061,0.0649,-0.0649,288.3,9.3,-9.3,1.63,0.12,-0.17,1050.0,,,286.23,68.58,-75.12,35.9,2.0,q1_q17_dr25_tce,5252.0,105.0,-105.0,4.442,0.105,-0.052,0.898,0.063,-0.095,293.12341,40.934769,14.759
5709725,CONFIRMED,0.97,0,0,0,0,86.4943704,0.000493,-0.000493,181.88967,0.00464,-0.00464,0.741,0.123,-0.536,7.471,0.139,-0.139,995.2,24.4,-24.4,3.07,0.21,-0.33,367.0,,,4.29,1.03,-1.12,42.6,1.0,q1_q17_dr25_tce,5252.0,105.0,-105.0,4.442,0.105,-0.052,0.898,0.063,-0.095,293.12341,40.934769,14.759
9946525,CONFIRMED,0.963,0,0,0,0,51.84688984,2.931e-05,-2.931e-05,170.08076,0.000442,-0.000442,0.681,0.019,-0.043,4.7769,0.0487,-0.0487,9636.3,41.4,-41.4,8.73,0.7,-0.42,413.0,,,6.9,1.63,-1.03,257.2,1.0,q1_q17_dr25_tce,5227.0,73.0,-83.0,4.535,0.033,-0.066,0.838,0.068,-0.04,289.78622,46.858791,15.342
9946525,CONFIRMED,1.0,0,0,0,0,4.180048081,2.741e-06,-2.741e-06,173.719249,0.000524,-0.000524,0.047,0.335,-0.047,2.4479,0.0233,-0.0233,1765.6,15.6,-15.6,3.44,0.27,-0.17,957.0,,,197.81,46.59,-29.56,124.3,2.0,q1_q17_dr25_tce,5227.0,73.0,-83.0,4.535,0.033,-0.066,0.838,0.068,-0.04,289.78622,46.858791,15.342
9946525,CONFIRMED,1.0,0,0,0,0,1.729367077,2.587e-06,-2.587e-06,133.81929,0.00125,-0.00125,0.278,0.17,-0.278,1.7442,0.0408,-0.0408,484.4,12.6,-12.6,1.82,0.15,-0.09,1284.0,,,643.54,151.59,-96.16,44.7,3.0,q1_q17_dr25_tce,5227.0,73.0,-83.0,4.535,0.033,-0.066,0.838,0.068,-0.04,289.78622,46.858791,15.342
7098355,CONFIRMED,1.0,0,0,0,0,29.00789166,8.475e-05,-8.475e-05,170.55349,0.00205,-0.00205,0.761,0.108,-0.542,5.0274,0.0848,-0.0848,906.3,23.1,-23.1,2.64,0.43,-0.22,498.0,,,14.59,7.69,-3.58,44.1,1.0,q1_q17_dr25_tce,5295.0,159.0,-143.0,4.566,0.037,-0.105,0.801,0.132,-0.066,284.65787,42.652679,14.805
7269974,CONFIRMED,1.0,0,0,0,0,13.69942266,1.439e-05,-1.439e-05,171.48036,0.000834,-0.000834,0.03,0.266,-0.03,4.3409,0.0264,-0.0264,1292.9,11.4,-11.4,3.85,0.57,-0.51,771.0,,,83.6,32.54,-24.07,120.0,1.0,q1_q17_dr25_tce,5541.0,74.0,-74.0,4.332,0.137,-0.1,1.089,0.161,-0.145,287.77356,42.869282,14.619
7269974,CONFIRMED,1.0,0,0,0,0,4.309381978,6.657e-06,-6.657e-06,134.03552,0.00126,-0.00126,0.034,0.368,-0.034,2.8977,0.0359,-0.0359,310.7,8.1,-8.1,1.89,0.28,-0.25,1134.0,,,390.76,152.15,-112.5,42.3,2.0,q1_q17_dr25_tce,5541.0,74.0,-74.0,4.332,0.137,-0.1,1.089,0.161,-0.145,287.77356,42.869282,14.619
7440748,CONFIRMED,1.0,0,0,0,0,4.9213639,4.007e-06,-4.007e-06,174.299322,0.000661,-0.000661,0.026,0.359,-0.026,1.8806,0.0205,-0.0205,761.3,11.0,-11.0,2.14,0.14,-0.11,868.0,,,134.02,30.09,-23.31,77.7,1.0,q1_q17_dr25_tce,5076.0,101.0,-101.0,4.55,0.036,-0.05,0.799,0.051,-0.043,290.51648,43.08382,14.196
5689351,CONFIRMED,0.981,0,0,0,0,87.0912594,0.0004406,-0.0004406,187.31231,0.00434,-0.00434,0.845,0.005,-0.597,7.0,0.158,-0.158,1129.1,28.3,-28.3,2.95,0.18,-0.13,321.0,,,2.52,0.55,-0.39,41.8,2.0,q1_q17_dr25_tce,5001.0,99.0,0.0,4.582,0.024,-0.048,0.76,0.046,-0.034,285.99988,40.919319,14.194
5812960,CONFIRMED,1.0,0,0,0,0,18.49234792,3.313e-05,-3.313e-05,173.49816,0.00141,-0.00141,0.034,0.399,-0.034,3.4744,0.0534,-0.0534,1655.5,30.7,-30.7,3.34,0.52,-0.42,603.0,,,31.27,15.71,-10.15,61.4,1.0,q1_q17_dr25_tce,5289.0,159.0,-159.0,4.477,0.115,-0.127,0.838,0.13,-0.106,297.50369,41.057018,14.915
6266741,CONFIRMED,1.0,0,0,0,0,7.930583519,9.41e-06,-9.41e-06,169.516944,0.000969,-0.000969,0.559,0.336,-0.347,3.6083,0.0454,-0.0454,826.1,10.2,-10.2,3.05,0.47,-0.17,899.0,,,154.36,66.57,-27.32,89.9,1.0,q1_q17_dr25_tce,5674.0,103.0,-114.0,4.446,0.034,-0.128,1.032,0.159,-0.057,284.52118,41.629601,14.387
10187017,CONFIRMED,1.0,0,0,0,0,7.07136119,3.085e-05,-3.085e-05,139.98763,0.00381,-0.00381,0.658,0.292,-0.433,2.757,0.111,-0.111,65.7,3.2,-3.2,0.63,0.04,-0.02,719.0,,,63.11,14.34,-9.52,22.4,4.0,q1_q17_dr25_tce,4900.0,98.0,-98.0,4.602,0.017,-0.049,0.741,0.048,-0.03,281.48273,47.208031,11.492
5774349,CONFIRMED,1.0,0,0,0,0,15.65563866,3.206e-05,-3.206e-05,170.78358,0.00162,-0.00162,0.304,0.146,-0.303,3.9305,0.0627,-0.0627,955.9,20.8,-20.8,2.55,0.32,-0.31,623.0,,,35.62,14.99,-11.41,53.2,1.0,q1_q17_dr25_tce,5185.0,154.0,-154.0,4.484,0.1,-0.1,0.837,0.104,-0.104,285.9115,41.069439,14.97
5978361,CONFIRMED,1.0,0,0,0,0,9.17858526,1.432e-05,-1.432e-05,173.08746,0.00131,-0.00131,0.582,0.294,-0.362,2.1945,0.044,-0.044,796.5,18.4,-18.4,2.3,0.52,-0.2,753.0,,,76.14,52.19,-20.21,50.6,1.0,q1_q17_dr25_tce,5506.0,166.0,-166.0,4.584,0.036,-0.144,0.788,0.176,-0.07,296.66275,41.261238,14.874
6501635,CONFIRMED,1.0,0,0,0,0,23.67513153,9.032e-05,-9.032e-05,179.27676,0.00298,-0.00298,0.822,0.018,-0.585,4.647,0.13,-0.13,980.4,34.3,-34.3,2.76,0.43,-0.23,528.0,,,18.38,8.95,-4.57,32.6,1.0,q1_q17_dr25_tce,5309.0,143.0,-143.0,4.588,0.032,-0.097,0.781,0.122,-0.066,283.83307,41.978649,14.721
3217264,CONFIRMED,1.0,0,0,0,0,29.19899219,2.398e-05,-2.398e-05,185.440631,0.000656,-0.000656,0.043,0.33,-0.043,5.1227,0.0377,-0.0377,2047.2,13.3,-13.3,4.15,0.49,-0.32,540.0,,,20.05,7.02,-4.31,171.0,1.0,q1_q17_dr25_tce,5376.0,107.0,-107.0,4.462,0.06,-0.09,0.94,0.11,-0.073,285.85367,38.384121,14.001
3217264,CONFIRMED,1.0,0,0,0,0,160.0191598,0.0005208,-0.0005208,251.28261,0.00246,-0.00246,0.852,0.042,-0.587,5.472,0.163,-0.163,1552.8,33.4,-33.4,4.28,0.5,-0.33,306.0,,,2.08,0.72,-0.45,49.6,2.0,q1_q17_dr25_tce,5376.0,107.0,-107.0,4.462,0.06,-0.09,0.94,0.11,-0.073,285.85367,38.384121,14.001
6850504,CONFIRMED,1.0,0,0,0,0,10.854095934,4.977e-06,-4.977e-06,138.608031,0.000378,-0.000378,0.422,0.034,-0.358,3.7768,0.0204,-0.0204,1034.4,4.5,-4.5,2.99,0.33,-0.27,765.0,,,80.88,26.8,-19.06,252.8,1.0,q1_q17_dr25_tce,5465.0,109.0,-109.0,4.449,0.085,-0.085,0.925,0.101,-0.083,287.698,42.338718,12.498
3217264,CONFIRMED,0.997,0,0,0,0,55.3291399,0.0005174,-0.0005174,186.31545,0.00783,-0.00783,0.209,0.246,-0.209,6.918,0.215,-0.215,325.7,16.0,-16.0,1.67,0.19,-0.13,436.0,,,8.55,3.0,-1.84,21.8,3.0,q1_q17_dr25_tce,5376.0,107.0,-107.0,4.462,0.06,-0.09,0.94,0.11,-0.073,285.85367,38.384121,14.001
7440748,CONFIRMED,1.0,0,0,0,0,7.064252021,7.066e-06,-7.066e-06,135.379512,0.000814,-0.000814,0.752,0.047,-0.51,1.3867,0.0291,-0.0291,728.9,16.2,-16.2,2.37,0.15,-0.13,769.0,,,82.76,18.58,-14.39,52.5,2.0,q1_q17_dr25_tce,5076.0,101.0,-101.0,4.55,0.036,-0.05,0.799,0.051,-0.043,290.51648,43.08382,14.196
7977197,CONFIRMED,1.0,0,0,0,0,19.44639139,2.559e-05,-2.559e-05,170.10238,0.00105,-0.00105,0.813,0.067,-0.566,3.6227,0.0558,-0.0558,926.0,12.0,-12.0,3.24,0.89,-0.48,681.0,,,50.73,40.8,-18.03,82.4,1.0,q1_q17_dr25_tce,5815.0,157.0,-174.0,4.421,0.12,-0.18,0.954,0.261,-0.14,297.2789,43.724018,14.248
7977197,CONFIRMED,1.0,0,0,0,0,6.91986988,2.766e-05,-2.766e-05,134.11594,0.0034,-0.0034,0.819,0.009,-0.582,3.4253,0.0864,-0.0864,170.1,7.4,-7.4,1.39,0.38,-0.2,961.0,,,201.41,162.02,-71.55,25.6,2.0,q1_q17_dr25_tce,5815.0,157.0,-174.0,4.421,0.12,-0.18,0.954,0.261,-0.14,297.2789,43.724018,14.248
6266741,CONFIRMED,1.0,0,0,0,0,16.6658994,2.97e-05,-2.97e-05,180.20215,0.00145,-0.00145,0.429,0.042,-0.399,4.1934,0.0544,-0.0544,754.2,13.4,-13.4,2.85,0.44,-0.16,702.0,,,57.31,24.71,-10.15,60.8,2.0,q1_q17_dr25_tce,5674.0,103.0,-114.0,4.446,0.034,-0.128,1.032,0.159,-0.057,284.52118,41.629601,14.387
6381846,CONFIRMED,1.0,0,0,0,0,4.16696628,4.067e-06,-4.067e-06,169.715517,0.000744,-0.000744,0.022,0.315,-0.022,2.7535,0.0249,-0.0249,877.7,12.2,-12.2,2.74,0.34,-0.22,1053.0,,,291.34,97.66,-59.91,80.1,1.0,q1_q17_dr25_tce,5456.0,81.0,-81.0,4.45,0.072,-0.096,0.943,0.115,-0.077,296.77191,41.755539,14.883
6381846,CONFIRMED,1.0,0,0,0,0,11.46347165,1.706e-05,-1.706e-05,137.38521,0.00124,-0.00124,0.103,0.302,-0.103,2.599,0.0396,-0.0396,1048.6,20.1,-20.1,3.0,0.37,-0.24,752.0,,,75.57,25.34,-15.54,56.5,2.0,q1_q17_dr25_tce,5456.0,81.0,-81.0,4.45,0.072,-0.096,0.943,0.115,-0.077,296.77191,41.755539,14.883
6381846,CONFIRMED,0.0,0,0,0,0,39.6034,0.000269,-0.000269,168.07114,0.00532,-0.00532,0.166,0.294,-0.166,6.487,0.15,-0.15,572.7,23.1,-23.1,2.22,0.27,-0.18,497.0,,,14.47,4.84,-2.98,25.8,3.0,q1_q17_dr25_tce,5456.0,81.0,-81.0,4.45,0.072,-0.096,0.943,0.115,-0.077,296.77191,41.755539,14.883
6422155,CONFIRMED,1.0,0,0,0,0,2.940304817,4.738e-06,-4.738e-06,169.90496,0.00125,-0.00125,0.825,0.003,-0.62,2.7226,0.0368,-0.0368,472.4,10.0,-10.0,2.59,0.38,-0.27,1256.0,,,588.66,245.83,-153.26,51.8,1.0,q1_q17_dr25_tce,5527.0,111.0,-111.0,4.376,0.099,-0.11,1.054,0.152,-0.11,283.36841,41.821861,14.532
6665695,CONFIRMED,1.0,0,0,0,0,5.378868001,7.69e-06,-7.69e-06,169.61512,0.00118,-0.00118,0.758,0.098,-0.532,2.7222,0.0396,-0.0396,483.4,9.1,-9.1,1.86,0.13,-0.09,833.0,,,113.59,26.04,-19.07,60.6,1.0,q1_q17_dr25_tce,5077.0,101.0,-101.0,4.567,0.032,-0.048,0.774,0.051,-0.039,282.00461,42.176529,14.005
6707833,CONFIRMED,1.0,0,0,0,0,15.28467725,6.404e-05,-6.404e-05,175.62345,0.00313,-0.00313,0.774,0.13,-0.544,6.0768,0.0967,-0.0967,321.3,9.6,-9.6,2.7,0.43,-0.53,852.0,,,124.4,53.02,-48.07,38.1,1.0,q1_q17_dr25_tce,5763.0,86.0,-78.0,4.181,0.162,-0.108,1.374,0.219,-0.268,296.03198,42.14196,14.519
6786037,CONFIRMED,1.0,0,0,0,0,21.05349939,8.981e-05,-8.981e-05,171.92457,0.00278,-0.00278,0.008,0.393,-0.008,7.1605,0.0896,-0.0896,496.6,13.3,-13.3,2.75,0.44,-0.44,731.0,,,67.48,28.41,-22.44,39.1,2.0,q1_q17_dr25_tce,5751.0,78.0,-78.0,4.254,0.143,-0.104,1.247,0.2,-0.2,294.28098,42.29097,14.854
6786037,CONFIRMED,1.0,0,0,0,0,127.905412,0.000319,-0.000319,246.46401,0.00176,-0.00176,0.47,0.096,-0.255,14.475,0.137,-0.137,4020.6,25.0,-25.0,8.03,1.29,-1.29,401.0,,,6.09,2.56,-2.03,171.0,1.0,q1_q17_dr25_tce,5751.0,78.0,-78.0,4.254,0.143,-0.104,1.247,0.2,-0.2,294.28098,42.29097,14.854
6786037,CONFIRMED,0.998,0,0,0,0,6.21716039,1.899e-05,-1.899e-05,131.71857,0.00257,-0.00257,0.333,0.096,-0.333,4.4289,0.0641,-0.0641,211.2,9.2,-9.2,1.81,0.3,-0.29,1098.0,,,343.21,144.51,-114.12,25.0,3.0,q1_q17_dr25_tce,5751.0,78.0,-78.0,4.254,0.143,-0.104,1.247,0.2,-0.2,294.28098,42.29097,14.854
5351250,CONFIRMED,1.0,0,0,0,0,7.381980206,7.158e-06,-7.158e-06,173.072659,0.00076,-0.00076,0.096,0.283,-0.096,3.1152,0.0287,-0.0287,1433.8,15.3,-15.3,3.42,0.41,-0.27,876.0,,,138.88,49.66,-29.55,101.6,1.0,q1_q17_dr25_tce,5559.0,110.0,-110.0,4.47,0.068,-0.102,0.914,0.11,-0.07,288.2341,40.520901,14.985
8043638,CONFIRMED,1.0,0,0,0,0,17.58751692,2.11e-05,-2.11e-05,176.077382,0.000913,-0.000913,0.106,0.291,-0.106,4.3773,0.0358,-0.0358,1377.8,14.0,-14.0,4.03,0.68,-0.68,706.0,,,58.6,26.22,-20.18,109.4,1.0,q1_q17_dr25_tce,5433.0,81.0,-73.0,4.302,0.159,-0.116,1.107,0.186,-0.186,296.63684,43.802792,14.743
