tfopwg_disp,ra,dec,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_insol,pl_eqt,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_rad,st_raderr1,st_raderr2,st_radlim
FP,249.91015,20.743061,3.558,0.062,-0.062,0.0,-7.532,0.067,-0.067,0.0,2460478.507055,0.003286,-0.003286,0,2.817627,1.16e-05,-1.16e-05,0,1.455,0.289,-0.289,0,868.0,76.3479,-76.3479,0,3.22711,0.239891,-0.239891,0,327.873,1185.0,10.4875,0.006,-0.006,0,237.065,2.6065,-2.6065,0,6320.6,104.4,-104.4,0,4.4,0.08,-0.08,0,1.17,0.05,-0.05,0
FP,272.797502,5.982054,0.345,0.071,-0.071,0.0,-6.031,0.066,-0.066,0.0,2460500.349484,0.001525,-0.001525,0,4.9131459,0.0007988,-0.0007988,0,1.25,0.266,-0.266,0,4488.0,356.975,-356.975,0,7.84064,0.510564,-0.510564,0,76.9918,825.0,10.3552,0.006,-0.006,0,190.241,1.6635,-1.6635,0,5999.0,154.5,-154.5,0,4.38,0.08,-0.08,0,1.12,0.05,-0.05,0
KP,274.37327,-3.381059,7.062,0.098,-0.098,0.0,-4.785,0.088,-0.088,0.0,2460482.92975,0.000811,-0.000811,0,3.1290476,0.0001981,-0.0001981,0,3.409295,0.0530088,-0.0530088,0,13426.2063185,208.44247,-208.44247,0,16.9082331,0.9406207,-0.9406207,0,1052.2389998,1452.6077207,11.6961,0.007,-0.007,0,298.64,5.916,-5.916,0,5585.0,133.753,-133.753,0,4.11064,0.0795005,-0.0795005,0,1.4505399,0.0770854,-0.0770854,0
KP,280.6873,5.937659,1.919,0.07,-0.07,0.0,-5.242,0.077,-0.077,0.0,2460481.443181,0.002214,-0.002214,0,2.993282,0.0004857,-0.0004857,0,2.5766956,0.1304655,-0.1304655,0,14780.3009546,921.27045,-921.27045,0,21.7455581,1.7183065,-1.7183065,0,1890.6489714,1681.7927473,12.419,0.022,-0.022,0,655.037,24.078,-24.078,0,6343.0,111.606,-111.606,0,4.13783,0.0931666,-0.0931666,0,1.58601,0.10682,-0.10682,0
KP,269.57207,5.761371,-14.871,0.036,-0.036,0.0,-0.301,0.039,-0.039,0.0,2460480.135888,0.001185,-0.001185,0,3.3777419,0.0003005,-0.0003005,0,2.8147435,0.0915782,-0.0915782,0,17290.4349881,652.76117,-652.76117,0,13.6239337,0.9716735,-0.9716735,0,370.3984667,1118.889104,12.8999,0.006,-0.006,0,403.458,3.942,-3.942,0,5080.0,143.488,-143.488,0,4.33326,0.0891976,-0.0891976,0,1.0408,0.0629548,-0.0629548,0
KP,274.743418,10.597197,-4.599,0.071,-0.071,0.0,-14.146,0.078,-0.078,0.0,2460480.429067,0.000444,-0.000444,0,2.4651801,7.64e-05,-7.64e-05,0,3.5668145,0.0231183,-0.0231183,0,11993.572763,206.59933,-206.59933,0,17.0861139,0.7499446,-0.7499446,0,2726.6327607,1843.0045682,10.1154,0.006,-0.006,0,279.86,3.2125,-3.2125,0,6848.0,167.4,-167.4,0,4.25,0.09,-0.09,0,1.51554,0.0648392,-0.0648392,0
KP,270.444183,-2.97098,-4.569,0.078,-0.078,0.0,-4.414,0.071,-0.071,0.0,2460481.357046,0.001025,-0.001025,0,4.4626647,0.000359,-0.000359,0,3.0802705,0.071522,-0.071522,0,7983.8270519,197.9701,-197.9701,0,13.3934403,0.556061,-0.556061,0,1405.4798304,1561.6219471,11.1323,0.006,-0.006,0,290.736,5.025,-5.025,0,7587.0,408.241,-408.241,0,4.39508,0.0913315,-0.0913315,0,1.3951401,0.0530453,-0.0530453,0
KP,304.538843,-1.076003,1.35,0.082,-0.082,0.0,-64.604,0.06,-0.06,0.0,2460532.279247,0.00024,-0.00024,0,2.1376682,3.37e-05,-3.37e-05,0,1.879,0.027,-0.027,0,8819.0,96.048,-96.048,0,15.7532,0.773281,-0.773281,0,531.159,1337.0,9.13055,0.006,-0.006,0,149.216,1.1405,-1.1405,0,5806.0,133.6,-133.6,0,4.05,0.07,-0.07,0,1.6,0.08,-0.08,0
FP,279.71524,43.093727,-19.119,0.038,-0.038,0.0,-59.62,0.04,-0.04,0.0,2460530.686654,0.004779,-0.004779,0,2.6667526,1.27e-05,-1.27e-05,0,2.594,0.6,-0.6,0,190.0,16.4909,-16.4909,0,3.01006,0.208297,-0.208297,0,1172.14,1630.0,9.58671,0.006,-0.006,0,280.342,1.714,-1.714,0,6173.0,126.5,-126.5,0,3.83,0.09,-0.09,0,2.18,0.1,-0.1,0
KP,291.063681,0.746014,-3.196,0.069,-0.069,0.0,-22.735,0.054,-0.054,0.0,2460509.503679,0.003558,-0.003558,0,13.2341261,0.0051071,-0.0051071,0,2.3705157,0.3690949,-0.3690949,0,18389.5092472,2172.0933,-2172.0933,0,7.3853255,1.2427559,-1.2427559,0,16.1089138,510.9593066,13.8215,0.006,-0.006,0,338.386,3.9865,-3.9865,0,5025.0,155.0,-155.0,0,4.88331,,,0,0.548929,,,0
KP,295.287232,41.222003,5.352,0.046,-0.046,0.0,10.157,0.049,-0.049,0.0,2460509.909088,0.006283,-0.006283,0,15.3573522,0.0089502,-0.0089502,0,3.5894467,0.6059887,-0.6059887,0,21072.3970721,2812.5781,-2812.5781,0,13.3280613,2.0405557,-2.0405557,0,47.2404772,668.6491835,14.5293,0.008,-0.008,0,872.343,20.8455,-20.8455,0,5462.0,124.0,-124.0,0,4.49258,,,0,0.915391,,,0
KP,292.627494,37.860165,7.174,0.039,-0.039,0.0,7.025,0.044,-0.044,0.0,2460517.615013,0.005809,-0.005809,0,,,,0,20.5949466,0.5034784,-0.5034784,0,4156.2818203,223.64984,-223.64984,0,8.964682,0.5683987,-0.5683987,0,165.7019266,915.0643564,11.4605,0.006,-0.006,0,397.292,4.0805,-4.0805,0,6181.58,118.847,-118.847,0,4.23853,0.0820649,-0.0820649,0,1.36797,0.0642663,-0.0642663,0
FP,82.764859,-70.357179,6.515,0.046,-0.046,0.0,23.14,0.053,-0.053,0.0,2458325.573663,0.004267,-0.004267,0,1.996071,0.000106,-0.000106,0,5.910879,0.409116,-0.409116,0,352.76672,36.18996,-36.18996,0,1.947951,0.430095,-0.430095,0,1372.564389,1552.397488,10.8623,0.006,-0.006,0,214.756,1.1995,-1.1995,0,6636.0,200.0,-200.0,0,4.60452,0.386891,-0.386891,0,0.975121,0.154384,-0.154384,0
FP,124.748703,-65.278089,-13.07,0.064,-0.064,0.0,12.778,0.05,-0.05,0.0,2458343.942146,0.000563,-0.000563,0,216.24584,4.25e-05,-4.25e-05,0,1.0703729,0.0391876,-0.0391876,0,5045.1950681,142.8977,-142.8977,0,18.5681404,12.38025,-12.38025,0,312.4351835,1072.2837713,8.488401,0.006,-0.006,0,157.721,0.7265,-0.7265,0,7053.0,206.0,-206.0,0,4.22463,0.342048,-0.342048,0,1.59688,0.199247,-0.199247,0
FP,343.176738,54.140988,,,,,,,,,2460423.29306,0.004018,-0.004018,0,2.2215349,7.6e-06,-7.6e-06,0,2.869,0.879,-0.879,0,3539.0,220.352,-220.352,0,,,,0,,,12.0545,0.008,-0.008,0,892.821,,,0,,,,0,,,,0,,,,0
FP,324.145165,52.758742,,,,,,,,,2460421.843189,0.002328,-0.002328,0,3.0436916,7.7e-06,-7.7e-06,0,2.414,0.94,-0.94,0,8182.0,3456.12,-3456.12,0,,,,0,,,13.0267,0.006,-0.006,0,593.943,,,0,,,,0,,,,0,,,,0
CP,92.936106,-65.825839,-2.929,0.047,-0.047,0.0,31.003,0.045,-0.045,0.0,2460139.317299,0.001193,-0.001193,0,9.531366,1.21e-05,-1.21e-05,0,1.673,0.388,-0.388,0,916.0,45.983,-45.983,0,2.24794,0.243983,-0.243983,0,19.4095,584.0,9.9059,0.006,-0.006,0,58.6212,0.0796,-0.0796,0,4504.0,168.0,-168.0,0,4.58833,0.2,-0.2,0,0.72,0.08,-0.08,0
CP,92.936106,-65.825839,-2.929,0.047,-0.047,0.0,31.003,0.045,-0.045,0.0,2460083.780694,0.002597,-0.002597,0,51.6991421,0.0001292,-0.0001292,0,4.371,0.822,-0.822,0,1339.0,41.4499,-41.4499,0,2.45531,0.262497,-0.262497,0,2.70562,357.0,9.9059,0.006,-0.006,0,58.6212,0.0796,-0.0796,0,4504.0,168.0,-168.0,0,4.58833,0.2,-0.2,0,0.72,0.08,-0.08,0
FA,92.936106,-65.825839,-2.929,0.047,-0.047,0.0,31.003,0.045,-0.045,0.0,2458417.120619,0.005172,-0.005172,0,53.746482,0.005896,-0.005896,0,5.592988,0.414857,-0.414857,0,1557.541816,170.5844,-170.5844,0,3.263156,1.020019,-1.020019,0,3.3582641,345.2617451,9.9059,0.006,-0.006,0,58.6212,0.0796,-0.0796,0,4504.0,168.0,-168.0,0,4.58833,0.2,-0.2,0,0.842645,0.128211,-0.128211,0
CP,92.936106,-65.825839,-2.929,0.047,-0.047,0.0,31.003,0.045,-0.045,0.0,2460082.804195,0.003952,-0.003952,0,84.83869,0.0003679,-0.0003679,0,5.194,0.732,-0.732,0,1020.0,48.3813,-48.3813,0,2.03857,0.226089,-0.226089,0,1.21501,292.0,9.9059,0.006,-0.006,0,58.6212,0.0796,-0.0796,0,4504.0,168.0,-168.0,0,4.58833,0.2,-0.2,0,0.72,0.08,-0.08,0
FP,307.653516,57.822497,-1.682,0.033,-0.033,0.0,-3.74,0.028,-0.028,0.0,2460558.272226,0.001863,-0.001863,0,0.9739887,1.8e-06,-1.8e-06,0,1.594,0.446,-0.446,0,2904.0,6422.51,-6422.51,0,21.8604,,,0,25053.9,3504.0,13.149,0.008,-0.008,0,1387.55,31.91,-31.91,0,7357.0,122.0,-122.0,0,4.08,,,0,1.95,,,0
FP,236.054241,58.553688,-25.127,0.028,-0.028,0.0,-0.737,0.031,-0.031,0.0,2460556.902324,0.000285,-0.000285,0,1.2529962,3e-07,-3e-07,0,1.083,0.215,-0.215,0,14080.0,22480.6,-22480.6,0,19.179,4.34787,-4.34787,0,382.546,1232.0,12.8161,0.006,-0.006,0,196.593,0.5475,-0.5475,0,4220.0,120.3,-120.3,0,4.51,0.11,-0.11,0,0.75,0.07,-0.07,0
CP,244.738466,19.175812,-7.757,0.092,-0.092,0.0,12.878,0.088,-0.088,0.0,2460475.347656,0.000562,-0.000562,0,2.6520679,3.2e-06,-3.2e-06,0,1.53,0.041,-0.041,0,126188.0,1377.01,-1377.01,0,11.2606,0.359917,-0.359917,0,15.7673,555.0,14.8294,0.008,-0.008,0,126.126,1.1065,-1.1065,0,3247.0,157.0,-157.0,0,4.88,,,0,0.34,0.01,-0.01,0
CP,113.852328,-73.577409,82.634,0.078,-0.078,0.0,9.987,0.098,-0.098,0.0,2458327.552087,0.001685,-0.001685,0,19.2879579,3.19e-05,-3.19e-05,0,2.1841643,0.1838245,-0.1838245,0,4773.5508832,238.33017,-238.33017,0,1.7145308,0.1255244,-0.1255244,0,0.7212871,235.0427129,13.5308,0.007,-0.007,0,42.4048,0.08555,-0.08555,0,3075.0,,,0,4.438,,,0,0.229824,0.0068728,-0.0068728,0
FP,136.238912,-18.502674,94.649,0.045,-0.045,0.0,-39.417,0.059,-0.059,0.0,2458518.10991,0.00404,-0.00404,0,0.83707,0.00029,-0.00029,0,2.497,0.567,-0.567,0,2745.5,16.2657,-16.2657,0,2.98849,0.323354,-0.323354,0,2645.93,1998.0,12.4268,0.007,-0.007,0,88.8248,0.3145,-0.3145,0,3776.0,152.8,-152.8,0,4.72,0.33,-0.33,0,0.52,0.04,-0.04,0
FP,210.09769,-61.7412,-6.704,0.035,-0.035,0.0,23.44,0.053,-0.053,0.0,2460087.796502,0.015896,-0.015896,0,736.5528811,0.0050184,-0.0050184,0,4.735,1.644,-1.644,0,1432.0,822.724,-822.724,0,3.13923,1.18599,-1.18599,0,0.22955,192.0,9.8447,0.006,-0.006,0,108.2,0.4255,-0.4255,0,5659.0,134.6,-134.6,0,4.57,0.08,-0.08,0,0.86,0.05,-0.05,0
KP,300.102351,45.762192,-0.943,0.038,-0.038,0.0,8.225,0.038,-0.038,0.0,2460534.504554,0.006073,-0.006073,0,3.2509657,0.0014426,-0.0014426,0,3.2261161,0.4696076,-0.4696076,0,7218.2612358,896.1608,-896.1608,0,12.8297161,2.3534684,-2.3534684,0,1175.136445,1493.2819769,14.1223,0.023,-0.023,0,1188.0,32.645,-32.645,0,5757.0,134.0,-134.0,0,4.09896,,,0,1.49959,,,0
KP,348.494793,8.761079,-6.914,0.079,-0.079,0.0,-44.248,0.054,-0.054,0.0,2460560.085062,0.000153,-0.000153,0,1.7497746,2.03e-05,-2.03e-05,0,1.8691036,0.0105383,-0.0105383,0,29973.7051609,143.08948,-143.08948,0,15.5589079,0.9688259,-0.9688259,0,605.7624942,1265.305351,11.3819,0.006,-0.006,0,174.818,1.333,-1.333,0,5087.0,129.521,-129.521,0,4.50322,0.0889938,-0.0889938,0,0.856841,0.0532262,-0.0532262,0
FP,147.970536,2.116647,-26.092,0.176,-0.176,0.0,62.064,0.26,-0.26,0.0,2458518.26617,0.00283,-0.00283,0,0.53079,0.00012,-0.00012,0,1.238,0.234,-0.234,0,1113.07,2.91444,-2.91444,0,,,,0,977.343,1557.0,11.4407,0.007,-0.007,0,34.7229,0.0951,-0.0951,0,3788.4,244.9,-244.9,0,4.87,0.38,-0.38,0,,,,0
FP,347.956369,65.229824,-16.648,0.036,-0.036,0.0,-61.315,0.031,-0.031,0.0,2460584.788484,0.000792,-0.000792,0,0.6257352,3.37e-05,-3.37e-05,0,0.8361985,0.0617807,-0.0617807,0,13403.1636987,997.5554,-997.5554,0,9.1590642,5.374476,-5.374476,0,420.7449426,1155.1130109,13.3892,0.008,-0.008,0,161.939,0.5475,-0.5475,0,3718.0,157.0,-157.0,0,4.6571,0.0109868,-0.0109868,0,0.593043,0.0179185,-0.0179185,0
FA,94.167445,-62.648403,-3.58,0.049,-0.049,0.0,34.785,0.057,-0.057,0.0,2459144.828069,0.041597,-0.041597,0,12.8650769,0.0009118,-0.0009118,0,3.979,0.913,-0.913,0,1070.0,4.39433,-4.39433,0,1.90058,1.9097,-1.9097,0,40.6428,703.0,11.4845,0.006,-0.006,0,726.88,13.106,-13.106,0,5031.0,122.0,-122.0,0,,,,0,0.81,0.81,-0.81,0
FP,128.144178,-36.346818,57.83,0.043,-0.043,0.0,-24.55,0.045,-0.045,0.0,2460007.695053,0.003175,-0.003175,0,4.109953,1.61e-05,-1.61e-05,0,4.641,0.882,-0.882,0,434.0,22.2615,-22.2615,0,1.81345,0.114574,-0.114574,0,1091.8,1601.0,9.0349,0.006,-0.006,0,84.7306,0.2111,-0.2111,0,5653.0,122.3,-122.3,0,4.46,0.08,-0.08,0,0.97,0.05,-0.05,0
FP,268.665324,3.68699,2.573,0.051,-0.051,0.0,-16.071,0.05,-0.05,0.0,2460495.627524,0.000605,-0.000605,0,5.4934218,0.0005409,-0.0005409,0,3.658,0.087,-0.087,0,18470.0,342.839,-342.839,0,17.1065,0.823906,-0.823906,0,335.209,1192.0,11.9742,0.014,-0.014,0,421.48,5.8915,-5.8915,0,6028.0,139.7,-139.7,0,4.29,0.08,-0.08,0,1.25,0.06,-0.06,0
FP,118.037196,-37.799016,-12.175,0.112,-0.112,0.0,8.992,0.11,-0.11,0.0,2458494.08915,0.00651,-0.00651,0,3.16043,0.00071,-0.00071,0,1.922,0.489,-0.489,0,203.33,1.44642,-1.44642,0,2.38866,0.252569,-0.252569,0,616.95,1388.0,8.8154,0.006,-0.006,0,151.634,1.4935,-1.4935,0,6482.3,205.2,-205.2,0,4.21,0.35,-0.35,0,1.52,0.1,-0.1,0
FP,304.097356,11.829675,-9.026,0.056,-0.056,0.0,-18.709,0.056,-0.056,0.0,2460525.487115,0.00263,-0.00263,0,7.8365317,4.34e-05,-4.34e-05,0,2.271,1.084,-1.084,0,4532.0,985.76,-985.76,0,16.9425,1.95346,-1.95346,0,157.252,986.0,11.86,0.009,-0.009,0,747.966,23.5225,-23.5225,0,6167.0,127.3,-127.3,0,3.82,0.09,-0.09,0,2.21,0.12,-0.12,0
FP,297.492646,25.281761,4.46,0.028,-0.028,0.0,-1.962,0.029,-0.029,0.0,2460510.057066,0.006219,-0.006219,0,11.5175506,7.48e-05,-7.48e-05,0,4.259,2.022,-2.022,0,12852.0,2603.35,-2603.35,0,12.9592,,,0,242.58,1099.0,13.1744,0.021,-0.021,0,675.863,8.9545,-8.9545,0,6259.0,122.0,-122.0,0,4.32,,,0,1.27,,,0
FP,305.113423,12.308937,4.36,0.073,-0.073,0.0,-10.123,0.051,-0.051,0.0,2460532.301638,0.000648,-0.000648,0,6.8782937,1.19e-05,-1.19e-05,0,4.407,0.262,-0.262,0,11342.0,209.227,-209.227,0,14.876,0.801183,-0.801183,0,264.312,1123.0,11.3321,0.006,-0.006,0,322.258,5.4565,-5.4565,0,5657.0,130.3,-130.3,0,4.18,0.08,-0.08,0,1.35,0.07,-0.07,0
FP,133.964876,-20.274779,-1.1,2.7,-2.7,0.0,-5.3,2.9,-2.9,0.0,2459986.360794,0.00156,-0.00156,0,0.9889446,1.7e-06,-1.7e-06,0,1.681,0.297,-0.297,0,979.0,921.917,-921.917,0,7.2993,,,0,33896.0,,10.2658,0.006,-0.006,0,272.834,,,0,6173.3,152.9,-152.9,0,4.22,2.0,-2.0,0,1.5,,,0
FP,113.88333,-36.386962,6.948,0.045,-0.045,0.0,39.068,0.052,-0.052,0.0,2458492.31313,0.00572,-0.00572,0,0.46132,9e-05,-9e-05,0,1.32,0.28,-0.28,0,220.0,1.02671,-1.02671,0,1.89253,0.156017,-0.156017,0,13156.0,2983.0,10.1007,0.006,-0.006,0,206.755,1.309,-1.309,0,6629.0,128.8,-128.8,0,4.41,0.08,-0.08,0,1.21,0.05,-0.05,0
FP,299.485693,41.118389,,,,,,,,,2460558.594989,0.003221,-0.003221,0,6.1211661,3.12e-05,-3.12e-05,0,2.501,0.433,-0.433,0,4248.0,278.862,-278.862,0,6.22933,,,0,157.1,,12.585,0.041,-0.041,0,633.994,,,0,6011.2,,,0,,,,0,1.02,,,0
FA,146.891712,-7.33087,-20.668,0.078,-0.078,0.0,-11.696,0.066,-0.066,0.0,2458518.94089,0.0023,-0.0023,0,1.60245,0.00025,-0.00025,0,0.312,0.195,-0.195,0,890.0,176.405,-176.405,0,4.69411,1.48288,-1.48288,0,55.2437,759.0,10.5656,0.008,-0.008,0,172.097,1.3785,-1.3785,0,5648.0,215.8,-215.8,0,,,,0,0.98,0.08,-0.08,0
CP,149.823667,-27.392817,-24.635,0.104,-0.104,0.0,-8.286,0.098,-0.098,0.0,2458543.868539,0.00075,-0.00075,0,3.0876297,4e-06,-4e-06,0,2.2386246,0.1153027,-0.1153027,0,40411.8142459,1363.5623,-1363.5623,0,13.9011294,0.6033183,-0.6033183,0,95.8571812,798.0423026,14.9181,0.008,-0.008,0,436.176,10.655,-10.655,0,4105.0,171.0,-171.0,0,4.438,,,0,0.69386,,,0
FP,312.405258,9.845677,9.759,0.068,-0.068,0.0,2.606,0.043,-0.043,0.0,2460555.962026,0.001027,-0.001027,0,8.1958135,2.54e-05,-2.54e-05,0,1.182,0.314,-0.314,0,8230.0,729.546,-729.546,0,13.5081,0.937334,-0.937334,0,28.4997,643.0,12.1245,0.007,-0.007,0,638.253,15.514,-15.514,0,6496.0,123.6,-123.6,0,4.24,0.09,-0.09,0,1.45,0.07,-0.07,0
CP,146.121464,-45.779016,-462.549,0.056,-0.056,0.0,-582.814,0.058,-0.058,0.0,2460013.7131,0.000621,-0.000621,0,0.3219233,4e-07,-4e-07,0,0.199,0.086,-0.086,0,204.0,1926.16,-1926.16,0,2.66076,0.921089,-0.921089,0,469.443,1296.0,8.031941,0.007,-0.007,0,9.41263,0.002835,-0.002835,0,3518.0,84.0,-84.0,0,4.82492,0.061282,-0.061282,0,0.46,0.01,-0.01,0
CP,154.644903,-11.717801,-341.409,0.114,-0.114,0.0,-247.87,0.105,-0.105,0.0,2459988.468158,0.001049,-0.001049,0,0.7683904,9.6e-06,-9.6e-06,0,1.0241242,0.4534768,-0.4534768,0,903.9933214,92.97864,-92.97864,0,1.1406447,1.5143634,-1.5143634,0,112.6409067,830.8904817,10.5848,0.007,-0.007,0,21.9814,0.04025,-0.04025,0,3329.0,72.0,-72.0,0,4.94957,0.423263,-0.423263,0,0.374139,0.0111845,-0.0111845,0
CP,154.644903,-11.717801,-341.409,0.114,-0.114,0.0,-247.87,0.105,-0.105,0.0,2459992.612785,0.001068,-0.001068,0,12.2534308,0.0015667,-0.0015667,0,1.369949,0.1374158,-0.1374158,0,3729.6347091,328.46353,-328.46353,0,2.2967944,0.393718,-0.393718,0,2.8062634,330.1048127,10.5848,0.007,-0.007,0,21.9814,0.04025,-0.04025,0,3329.0,72.0,-72.0,0,4.94957,0.423263,-0.423263,0,0.374139,0.0111845,-0.0111845,0
CP,159.409318,-40.888259,27.543,0.04,-0.04,0.0,19.347,0.042,-0.042,0.0,2460030.757093,0.002673,-0.002673,0,4.8847937,1.43e-05,-1.43e-05,0,2.51,0.473,-0.473,0,478.0,29.8637,-29.8637,0,1.94753,0.125355,-0.125355,0,223.094,1076.0,8.8411,0.006,-0.006,0,75.2092,0.176,-0.176,0,5969.0,192.0,-192.0,0,4.5172,0.279076,-0.279076,0,0.94,0.05,-0.05,0
FP,315.771492,46.24188,,,,,,,,,2460584.022933,0.002195,-0.002195,0,3.5399394,1.01e-05,-1.01e-05,0,3.443,1.059,-1.059,0,6448.0,419.525,-419.525,0,8.3436,0.451895,-0.451895,0,607.406,1383.0,12.3711,0.006,-0.006,0,459.296,,,0,5234.6,9.1,-9.1,0,,,,0,1.13,0.03,-0.03,0
FP,308.688929,17.403658,-0.546,0.052,-0.052,0.0,-1.533,0.054,-0.054,0.0,2460557.475704,0.00046,-0.00046,0,3.3815776,4.3e-06,-4.3e-06,0,3.38,0.065,-0.065,0,9454.0,92.5772,-92.5772,0,16.622,0.803489,-0.803489,0,1203.68,1640.0,11.599,0.007,-0.007,0,640.585,15.1075,-15.1075,0,6662.0,122.4,-122.4,0,4.09,0.09,-0.09,0,1.78,0.09,-0.09,0
FP,160.889636,-44.621815,-287.11,2.0,-2.0,0.0,132.7,2.0,-2.0,0.0,2458545.448428,0.000226,-0.000226,0,4.7535388,2.2e-06,-2.2e-06,0,1.0905965,0.0361708,-0.0361708,0,225793.1060958,19436.281,-19436.281,0,12.1863496,55.087612,-55.087612,0,2.6086289,324.1326821,15.173,0.008,-0.008,0,,,,0,3010.0,97.0,-97.0,0,5.10976,0.525773,-0.525773,0,0.20128,0.0062317,-0.0062317,0
FP,288.67018,55.354578,-5.259,0.062,-0.062,0.0,-7.785,0.064,-0.064,0.0,2460570.743707,0.002553,-0.002553,0,8.407133,2.43e-05,-2.43e-05,0,1.272,0.281,-0.281,0,1490.0,136.827,-136.827,0,5.06899,0.377915,-0.377915,0,24.6329,620.0,11.9125,0.007,-0.007,0,488.546,6.8725,-6.8725,0,6126.0,124.9,-124.9,0,4.25,0.08,-0.08,0,1.33,0.06,-0.06,0
FP,94.754704,-63.864708,31.763,0.215,-0.215,0.0,-44.282,0.225,-0.225,0.0,2458543.967327,0.00332,-0.00332,0,2.593694,0.00059,-0.00059,0,3.054429,0.651651,-0.651651,0,526.784827,47.557205,-47.557205,0,2.980736,2.776967,-2.776967,0,4.3241755,367.7863249,9.5215,0.006,-0.006,0,121.755,1.467,-1.467,0,5316.6,64.0,-64.0,0,3.88,0.1,-0.1,0,1.28725,0.137373,-0.137373,0
FP,329.918472,41.516288,5.56,0.046,-0.046,0.0,4.745,0.053,-0.053,0.0,2460580.284648,0.002661,-0.002661,0,2.2175244,8.9e-06,-8.9e-06,0,2.462,0.422,-0.422,0,1682.0,99.0808,-99.0808,0,7.18798,0.411387,-0.411387,0,2781.41,2023.0,10.5702,0.016,-0.016,0,466.499,7.5385,-7.5385,0,7406.0,168.5,-168.5,0,4.1,0.08,-0.08,0,1.92,0.07,-0.07,0
FP,337.38837,18.688473,10.02,0.049,-0.049,0.0,-1.866,0.047,-0.047,0.0,2460582.155533,0.002391,-0.002391,0,4.0662367,1.99e-05,-1.99e-05,0,3.721,0.263,-0.263,0,6676.0,260.856,-260.856,0,10.981,,,0,574.869,1364.0,13.1678,0.009,-0.009,0,849.015,28.938,-28.938,0,5689.0,123.0,-123.0,0,4.1,,,0,1.49,,,0
CP,165.690484,-16.406444,-221.078,0.219,-0.219,0.0,-58.999,0.138,-0.138,0.0,2458546.508066,0.000664,-0.000664,0,4.9899176,5.6e-06,-5.6e-06,0,1.3819654,0.0940736,-0.0940736,0,18931.4105812,1268.5297,-1268.5297,0,2.9858436,1.2432178,-1.2432178,0,2.2410792,312.0570889,13.5571,0.008,-0.008,0,26.4927,0.0639,-0.0639,0,2940.0,67.0,-67.0,0,5.14315,0.410207,-0.410207,0,0.17143,0.0051893,-0.0051893,0
CP,165.690484,-16.406444,-221.078,0.219,-0.219,0.0,-58.999,0.138,-0.138,0.0,2458543.558006,0.000698,-0.000698,0,0.9479945,1.39e-05,-1.39e-05,0,0.564663,0.2614891,-0.2614891,0,4200.52889,566.98956,-566.98956,0,1.1926392,0.4784013,-0.4784013,0,20.5198379,542.829237,13.5571,0.008,-0.008,0,26.4927,0.0639,-0.0639,0,2940.0,67.0,-67.0,0,5.14315,0.410207,-0.410207,0,0.17143,0.0051893,-0.0051893,0
CP,171.014792,-19.556959,-38.857,0.118,-0.118,0.0,39.679,0.077,-0.077,0.0,2458544.430655,0.000337,-0.000337,0,1.7318529,1.8e-06,-1.8e-06,0,1.6919639,0.0542599,-0.0542599,0,36359.4301748,832.64935,-832.64935,0,12.0299493,0.4891138,-0.4891138,0,86.6365464,778.1172307,14.7599,0.008,-0.008,0,299.389,7.0265,-7.0265,0,3394.0,102.0,-102.0,0,4.9186,0.487781,-0.487781,0,0.615219,0.020916,-0.020916,0
FP,340.136592,33.823677,7.891,0.042,-0.042,0.0,-3.092,0.037,-0.037,0.0,2460570.968533,0.000796,-0.000796,0,7.5414411,6.3e-06,-6.3e-06,0,2.454,0.442,-0.442,0,16900.0,692.949,-692.949,0,13.0053,0.651358,-0.651358,0,81.7977,837.0,12.5058,0.007,-0.007,0,397.801,3.6195,-3.6195,0,5649.1,105.5,-105.5,0,4.47,0.07,-0.07,0,0.96,0.04,-0.04,0
KP,90.643666,-0.57711,5.933,0.042,-0.042,0.0,-40.68,0.043,-0.043,0.0,2460663.454963,0.000978,-0.000978,0,3.0522686,0.0001879,-0.0001879,0,2.2564388,0.059386,-0.059386,0,15853.2048135,368.96384,-368.96384,0,12.6558112,0.7681826,-0.7681826,0,426.5350511,1159.0667061,12.4821,0.006,-0.006,0,363.66,3.033,-3.033,0,5370.0,140.501,-140.501,0,4.43994,0.0820357,-0.0820357,0,0.962287,0.0543518,-0.0543518,0
